DATE PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range SO2 O3 NO2 CO
19960101 55 -3.2 2.5 -7.9 0.0 0 10.4 0.02 0.009 0.031 1.2
19960102 74 0.2 3.9 -3.9 7.3 0.0 7.8 0.025 0.004 0.039 1.8
19960103 57 -4.5 5.5 -8.5 2.5 0.0 14.0 0.008 0.018 0.017 0.7
19960104 75 -5.4 -0.1 -10.7 1.5 0 10.6 0.023 0.008 0.037 1.5
19960105 86 -0.1 2.0 -2.1 10.0 2.0 4.1 0.018 0.005 0.035 1.4
19960106 118 4.5 9.0 1.6 5.0 0 7.4 0.023 0.007 0.041 2.3
19960107 92 2.9 5.0 0.9 7.5 1.3 4.1 0.015 0.005 0.031 1.7
19960108 45 -5.7 1.8 -9.4 3.5 0.6 11.2 0.007 0.018 0.017 0.7
19960109 40 -6.5 -1.6 -10.4 0.0 0 8.8 0.011 0.014 0.025 0.8
19960110 61 -4.3 -0.2 -7.8 0.0 0 7.6 0.02 0.008 0.034 1.5
19960111 117 -3.1 2.9 -7.7 2.0 0 10.6 0.034 0.006 0.048 2.3
19960112 117 0.5 9.4 -6.1 0.0 0 15.5 0.037 0.007 0.048 2.8
19960113 84 2.9 9.8 -1.3 4.3 0 11.1 0.028 0.007 0.041 2.4
19960114 61 3.8 5.1 2.9 9.0 7.2 2.2 0.017 0.005 0.035 1.7
19960115 63 2.0 3.4 0.6 9.8 3.7 2.8 0.011 0.007 0.032 1.2
19960116 40 -3.8 0.6 -7.4 1.5 0 8.0 0.008 0.016 0.022 0.7
19960117 44 -4.9 -1.3 -8.1 5.0 0 6.8 0.013 0.013 0.028 0.8
19960118 61 -3.9 0.1 -6.9 2.0 0 7.0 0.017 0.012 0.033 1.1
19960119 80 -2.5 1.7 -6.3 8.5 0 8.0 0.022 0.008 0.038 1.4
19960120 76 -0.8 3.2 -3.4 5.8 0 6.6 0.023 0.009 0.039 1.5
19960121 67 -1.0 2.9 -4.1 2.5 0 7.0 0.019 0.01 0.036 1.4
19960122 69 -0.8 3.2 -4.5 3.8 0 7.7 0.021 0.009 0.043 1.6
19960123 55 -2.6 0.2 -5.6 3.3 0 5.8 0.013 0.015 0.029 1.0
19960124 45 -4.3 -0.4 -7.2 0.0 0 6.8 0.012 0.016 0.029 0.9
19960125 49 -6.1 -2.6 -8.2 0.5 0 5.6 0.013 0.016 0.026 0.9
19960126 69 -5.6 -0.3 -9.9 0.0 0 9.6 0.02 0.011 0.036 1.3
19960127 87 -1.9 2.5 -6.0 6.8 0.0 8.5 0.032 0.008 0.043 1.8
19960128 114 1.5 6.1 -2.1 4.8 0.0 8.2 0.028 0.011 0.04 1.7
19960129 69 -1.1 3.2 -4.9 2.0 0.1 8.1 0.015 0.016 0.03 1.1
19960130 43 -6.2 -3.0 -9.1 0.0 0 6.1 0.01 0.018 0.021 0.8
19960131 49 -7.8 -2.3 -10.4 1.3 1.4 8.1 0.017 0.014 0.028 1.2
19960201 44 -8.7 -4.7 -10.5 1.3 0 5.8 0.009 0.018 0.019 0.9
19960202 47 -9.5 -4.7 -13.8 0.0 0 9.1 0.012 0.015 0.023 1.0
19960203 84 -5.0 0.9 -10.6 1.0 0 11.5 0.024 0.009 0.038 1.6
19960204 94 -0.7 2.7 -3.8 8.3 0.6 6.5 0.023 0.008 0.038 1.5
19960205 54 -6.0 -0.1 -8.3 0.5 0 8.2 0.01 0.021 0.019 0.8
19960206 62 -6.6 -2.1 -10.8 0.0 0 8.7 0.013 0.015 0.03 1.2
19960207 148 -4.4 0.0 -8.7 5.3 0 8.7 0.034 0.006 0.053 2.4
19960208 148 -3.3 1.3 -6.8 3.8 0.3 8.1 0.031 0.009 0.048 2.2
19960209 76 -5.9 -2.5 -8.2 1.5 0 5.7 0.013 0.017 0.026 1.1
19960210 60 -4.6 0.2 -9.0 0.0 0 9.2 0.013 0.014 0.029 1.2
19960211 62 -0.2 4.4 -5.3 9.0 0 9.7 0.023 0.01 0.034 1.3
19960212 127 6.5 11.2 3.2 5.3 0 8.0 0.025 0.012 0.045 2.0
19960213 198 8.3 14.0 4.3 4.8 0 9.7 0.033 0.011 0.055 3.1
19960214 235 6.7 10.8 2.9 2.5 0 7.9 0.025 0.008 0.052 3.5
19960215 59 1.2 5.8 -4.0 4.3 0 9.8 0.012 0.012 0.027 1.1
19960216 51 -2.3 2.8 -6.6 5.5 0 9.4 0.013 0.013 0.027 1.1
19960217 44 -2.0 3.2 -6.2 5.8 0 9.4 0.013 0.015 0.024 1.0
19960218 45 -2.1 3.1 -5.1 3.0 0.0 8.2 0.014 0.012 0.025 1.1
19960219 42 -3.4 1.5 -7.1 0.0 0 8.6 0.012 0.016 0.022 1.0
19960220 40 -4.1 0.3 -7.5 0.0 0 7.8 0.012 0.017 0.021 1.0
19960221 40 -3.8 1.1 -7.3 0.0 0 8.4 0.013 0.016 0.023 1.1
19960222 46 -2.1 3.2 -6.6 0.5 0 9.8 0.016 0.014 0.031 1.2
19960223 64 0.4 5.0 -3.6 0.0 0 8.6 0.02 0.012 0.035 1.4
19960224 92 0.8 6.8 -4.5 4.5 0 11.3 0.029 0.008 0.046 1.6
19960225 97 1.8 5.9 -1.2 4.3 0 7.1 0.028 0.011 0.042 1.6
19960226 103 1.9 7.5 -2.3 7.5 0.0 9.8 0.022 0.014 0.034 1.5
19960227 68 -1.4 3.4 -4.9 0.0 0 8.3 0.01 0.014 0.025 0.8
19960228 80 -0.2 5.2 -5.5 0.3 0 10.7 0.02 0.009 0.039 1.3
19960229 89 2.6 6.1 -0.9 8.5 0.1 7.0 0.024 0.008 0.043 1.6
19960301 58 1.2 5.0 -2.0 1.5 0.1 7.0 0.01 0.019 0.02 0.8
19960302 62 1.7 7.3 -2.6 0.8 0 9.9 0.018 0.013 0.033 1.3
19960303 53 2.2 7.6 -2.5 0.0 0 10.1 0.017 0.015 0.03 1.2
19960304 56 3.2 8.4 -0.3 3.5 0.0 8.7 0.018 0.013 0.033 1.2
19960305 66 3.2 9.2 -1.2 3.0 0 10.4 0.02 0.011 0.039 1.4
19960306 92 4.9 10.1 -0.7 7.0 0 10.8 0.027 0.01 0.045 1.8
19960307 52 6.0 8.1 2.3 10.0 9.5 5.8 0.012 0.013 0.033 1.1
19960308 75 3.1 6.9 0.5 4.3 0 6.4 0.011 0.017 0.026 0.9
19960309 69 3.1 5.9 1.1 5.8 0 4.8 0.011 0.016 0.026 1.0
19960310 48 2.7 7.7 -1.7 0.0 0 9.4 0.011 0.021 0.026 1.0
19960311 49 1.7 4.4 -1.0 0.0 0 5.4 0.008 0.022 0.021 0.9
19960312 69 0.9 5.9 -3.8 4.5 0 9.7 0.019 0.011 0.038 1.2
19960313 80 2.1 6.8 -1.6 4.5 0.0 8.4 0.024 0.009 0.042 1.5
19960314 101 8.6 12.6 5.9 10.0 0.0 6.7 0.016 0.015 0.036 1.1
19960315 116 9.5 14.8 6.4 6.5 0 8.4 0.022 0.013 0.037 1.4
19960316 94 6.3 10.4 3.9 8.5 21.8 6.5 0.021 0.01 0.039 1.5
19960317 41 4.5 6.6 0.2 10.0 1.8 6.4 0.008 0.018 0.022 0.9
19960318 46 1.9 6.0 -1.6 2.0 0.0 7.6 0.012 0.019 0.025 0.8
19960319 36 1.8 6.6 -2.3 3.0 0 8.9 0.011 0.018 0.026 0.8
19960320 86 5.1 13.2 -1.9 3.8 0 15.1 0.021 0.009 0.045 1.5
19960321 68 5.5 8.9 3.8 9.0 9.5 5.1 0.02 0.009 0.039 1.5
19960322 37 6.6 11.2 3.3 4.3 0.3 7.9 0.011 0.016 0.028 1.0
19960323 39 6.8 12.4 2.6 4.5 0 9.8 0.01 0.018 0.026 0.9
19960324 46 4.6 6.4 1.3 9.8 4.4 5.1 0.011 0.015 0.026 0.9
19960325 73 4.4 9.9 0.7 4.8 0.1 9.2 0.012 0.017 0.03 1.1
19960326 116 7.3 15.7 0.6 1.8 0 15.1 0.019 0.012 0.049 1.8
19960327 111 8.8 14.5 4.3 4.5 0 10.2 0.027 0.014 0.05 1.9
19960328 126 8.8 14.3 2.6 7.5 0 11.7 0.026 0.011 0.054 1.9
19960329 105 11.2 17.5 6.0 9.0 15.1 11.5 0.02 0.016 0.043 1.6
19960330 40 7.7 10.5 5.7 10.0 15.3 4.8 0.007 0.017 0.026 1.0
19960331 57 5.9 8.2 3.7 8.3 0 4.5 0.009 0.022 0.022 1.1
19960401 39 4.6 8.8 2.0 5.5 0 6.8 0.008 0.024 0.021 1.0
19960402 37 3.3 7.7 -0.9 0.8 0 8.6 0.008 0.026 0.02 0.9
19960403 45 3.9 8.6 0.1 1.5 0 8.5 0.008 0.023 0.022 0.9
19960404 45 5.4 10.9 0.3 0.0 0 10.6 0.012 0.02 0.031 1.1
19960405 86 8.5 15.0 4.1 1.8 0 10.9 0.019 0.021 0.039 1.2
19960406 95 6.8 11.1 5.2 9.3 7.7 5.9 0.019 0.013 0.045 1.6
19960407 71 8.3 12.1 6.0 8.3 0.2 6.1 0.009 0.022 0.029 1.1
19960408 63 9.3 15.8 3.3 1.5 0 12.5 0.011 0.021 0.031 1.1
19960409 55 9.8 15.2 5.3 5.3 0 9.9 0.011 0.023 0.029 1.1
19960410 53 7.6 12.2 4.2 3.3 0 8.0 0.01 0.026 0.023 1.0
19960411 48 6.0 10.9 1.6 2.0 0 9.3 0.01 0.028 0.022 1.0
19960412 57 7.1 13.0 1.5 0.0 0 11.5 0.014 0.019 0.032 1.1
19960413 67 8.1 14.1 1.8 1.5 0 12.3 0.02 0.015 0.039 1.1
19960414 56 9.9 15.8 4.8 0.0 0 11.0 0.018 0.017 0.038 1.0
19960415 77 9.9 16.1 4.6 4.5 0 11.5 0.023 0.01 0.047 1.4
19960416 62 10.1 14.1 6.2 5.8 2.5 7.9 0.016 0.02 0.033 1.0
19960417 51 9.5 11.9 5.9 7.5 17.5 6.0 0.008 0.014 0.031 1.1
19960418 67 8.8 14.0 4.6 1.8 0 9.4 0.011 0.02 0.032 1.0
19960419 80 9.4 15.5 3.8 2.0 0 11.7 0.018 0.015 0.039 1.3
19960420 64 10.9 15.5 5.7 1.3 0 9.8 0.015 0.019 0.035 1.2
19960421 79 10.0 15.4 5.9 0.3 0 9.5 0.015 0.024 0.029 1.1
19960422 66 12.4 17.5 5.9 0.8 0 11.6 0.017 0.027 0.031 1.1
19960423 58 13.8 19.4 7.8 1.5 0 11.6 0.02 0.023 0.037 1.1
19960424 74 14.3 20.0 7.8 3.0 0 12.2 0.022 0.022 0.039 1.4
19960425 73 16.0 20.6 11.9 8.8 0 8.7 0.021 0.017 0.039 1.4
19960426 64 17.3 22.4 12.0 2.0 0 10.4 0.016 0.017 0.036 1.3
19960427 91 17.5 23.3 14.0 7.8 0 9.3 0.018 0.015 0.039 1.1
19960428 76 18.1 22.9 13.4 7.0 0 9.5 0.014 0.012 0.033 1.2
19960429 51 15.7 18.7 13.3 10.0 12.4 5.4 0.012 0.017 0.027 1.1
19960430 35 14.7 15.8 13.5 10.0 21.7 2.3 0.008 0.014 0.028 1.0
19960501 37 14.4 17.1 11.1 10.0 3.5 6.0 0.008 0.019 0.026 0.8
19960502 101 15.1 21.8 10.1 4.8 3.1 11.7 0.01 0.019 0.028 0.9
19960503 114 17.8 25.4 11.1 8.8 0 14.3 0.02 0.013 0.045 1.6
19960504 68 15.6 19.3 12.9 9.5 4.2 6.4 0.011 0.02 0.033 1.0
19960505 76 14.9 20.4 10.1 0.0 0 10.3 0.008 0.025 0.022 0.8
19960506 97 15.6 22.3 10.9 9.0 0 11.4 0.015 0.015 0.035 1.1
19960507 101 16.8 23.7 12.8 9.3 0.1 10.9 0.017 0.017 0.037 1.2
19960508 121 14.4 19.2 11.7 5.5 12.3 7.5 0.01 0.022 0.028 0.9
19960509 80 14.4 19.1 10.0 2.5 0 9.1 0.013 0.024 0.029 1.0
19960510 92 15.5 22.3 9.8 2.5 0 12.5 0.012 0.032 0.028 0.9
19960511 102 15.3 19.5 12.3 3.5 0 7.2 0.01 0.033 0.028 0.9
19960512 87 15.1 20.6 10.3 1.8 0 10.3 0.014 0.027 0.031 1.0
19960513 70 16.6 21.8 11.2 3.3 0.0 10.6 0.017 0.028 0.033 1.0
19960514 108 16.8 22.1 12.1 5.0 0 10.0 0.016 0.024 0.035 1.2
19960515 80 19.7 27.3 12.5 0.0 0 14.8 0.015 0.02 0.045 1.3
19960516 112 20.8 28.2 14.0 0.0 0 14.2 0.021 0.016 0.056 1.4
19960517 104 22.3 29.5 14.2 4.0 0 15.3 0.018 0.022 0.047 1.4
19960518 95 22.5 28.4 16.4 4.0 0 12.0 0.016 0.023 0.049 1.2
19960519 74 18.8 24.2 14.5 6.8 0.2 9.7 0.016 0.021 0.039 0.9
19960520 79 17.9 21.3 15.2 8.8 5.5 6.1 0.011 0.028 0.028 0.8
19960521 76 16.8 21.5 13.0 5.5 0.4 8.5 0.01 0.022 0.033 0.8
19960522 70 17.8 24.5 11.4 0.8 0 13.1 0.012 0.017 0.037 0.9
19960523 86 19.7 26.8 13.4 2.5 0 13.4 0.017 0.018 0.049 1.0
19960524 79 20.8 27.1 14.3 0.0 0 12.8 0.016 0.02 0.048 1.1
19960525 74 20.6 27.1 14.8 0.0 0 12.3 0.016 0.018 0.047 1.1
19960526 77 21.0 27.5 15.6 1.0 0 11.9 0.014 0.025 0.041 1.1
19960527 95 20.7 28.7 15.1 2.8 0 13.6 0.014 0.02 0.05 1.1
19960528 116 22.3 28.3 16.7 3.5 0 11.6 0.019 0.018 0.059 1.2
19960529 111 23.4 28.6 18.9 8.3 0 9.7 0.014 0.026 0.044 1.1
19960530 93 22.1 25.1 18.5 5.8 0.0 6.6 0.015 0.022 0.039 0.9
19960531 157 23.6 31.4 16.9 0.0 0 14.5 0.017 0.025 0.053 1.3
19960601 146 25.2 32.7 19.2 0.0 0 13.5 0.02 0.029 0.049 1.2
19960602 120 23.3 28.1 19.6 7.3 0 8.5 0.015 0.025 0.04 1.1
19960603 72 21.0 24.1 18.9 9.5 0.1 5.2 0.006 0.019 0.023 0.7
19960604 72 21.8 28.5 16.7 7.8 0 11.8 0.007 0.016 0.029 0.8
19960605 70 23.1 30.3 16.5 0.8 0 13.8 0.014 0.024 0.041 1.0
19960606 79 23.3 29.8 16.6 5.8 0 13.2 0.017 0.025 0.041 1.0
19960607 90 22.8 24.6 21.2 9.8 0.3 3.4 0.009 0.023 0.038 1.1
19960608 96 24.6 31.4 20.5 6.8 0 10.9 0.01 0.031 0.036 1.2
19960609 115 24.1 30.3 20.3 7.5 0.0 10.0 0.012 0.032 0.036 1.1
19960610 56 20.1 21.7 19.6 10.0 67.9 2.1 0.005 0.011 0.026 0.9
19960611 72 21.5 25.9 19.1 10.0 0.0 6.8 0.007 0.015 0.031 0.8
19960612 122 23.4 28.7 18.1 5.8 0 10.6 0.01 0.019 0.037 1.2
19960613 144 24.2 29.2 21.8 9.5 0.0 7.4 0.013 0.025 0.033 1.0
19960614 68 22.6 26.4 20.2 8.3 0 6.2 0.008 0.024 0.029 0.8
19960615 84 23.9 28.6 20.6 8.5 0.0 8.0 0.008 0.023 0.037 1.0
19960616 80 24.0 28.4 21.2 8.5 3.2 7.2 0.006 0.022 0.024 0.7
19960617 52 21.2 24.0 17.9 10.0 83.2 6.1 0.004 0.015 0.025 0.9
19960618 26 19.7 26.0 15.1 7.0 18.9 10.9 0.005 0.028 0.021 0.7
19960619 96 21.9 28.0 18.5 9.0 0 9.5 0.009 0.036 0.026 0.8
19960620 75 20.8 23.6 19.6 10.0 5.8 4.0 0.007 0.015 0.029 0.9
19960621 87 22.1 26.1 19.5 9.5 2.0 6.6 0.005 0.022 0.024 0.9
19960622 99 22.9 26.6 21.0 8.0 0.0 5.6 0.008 0.026 0.03 0.9
19960623 120 22.9 27.1 20.3 9.5 0.0 6.8 0.009 0.022 0.029 1.0
19960624 69 21.1 22.2 19.3 10.0 22.2 2.9 0.004 0.015 0.026 0.9
19960625 24 22.0 25.7 18.4 9.8 0 7.3 0.005 0.022 0.02 0.7
19960626 55 22.8 27.4 18.2 3.5 0 9.2 0.009 0.025 0.031 0.9
19960627 84 20.3 21.0 19.1 9.8 7.8 1.9 0.014 0.006 0.038 1.2
19960628 57 20.4 22.0 18.5 10.0 7.0 3.5 0.008 0.008 0.029 1.1
19960629 65 21.4 24.4 18.7 10.0 30.9 5.7 0.005 0.014 0.02 1.1
19960630 67 20.4 22.4 18.2 9.5 0.4 4.2 0.004 0.03 0.019 0.9
19960701 72 22.0 28.3 18.8 9.5 19.3 9.5 0.006 0.03 0.022 1.0
19960702 50 22.3 25.2 20.1 8.8 0.0 5.1 0.007 0.017 0.027 0.9
19960703 90 24.0 29.2 19.7 7.8 0 9.5 0.008 0.024 0.034 1.1
19960704 73 22.4 24.3 20.6 10.0 19.5 3.7 0.006 0.011 0.033 1.0
19960705 40 24.0 29.3 18.9 3.5 0.0 10.4 0.007 0.033 0.028 1.0
19960706 82 22.1 24.4 20.7 9.5 0.0 3.7 0.011 0.01 0.036 1.1
19960707 24 23.0 28.1 19.4 4.0 0 8.7 0.004 0.022 0.013 0.6
19960708 24 22.8 28.0 16.8 2.8 0 11.2 0.006 0.02 0.016 0.6
19960709 32 23.2 29.2 16.6 1.5 0 12.6 0.006 0.025 0.018 0.7
19960710 35 23.8 28.9 17.9 5.3 0 11.0 0.006 0.028 0.021 0.7
19960711 35 24.7 28.4 19.6 7.5 0 8.8 0.007 0.023 0.025 0.8
19960712 35 24.7 29.5 21.5 8.8 0.4 8.0 0.007 0.021 0.024 0.8
19960713 50 23.0 26.6 20.4 10.0 1.3 6.2 0.007 0.011 0.029 1.0
19960714 44 22.9 26.0 21.1 8.8 0.1 4.9 0.006 0.019 0.022 0.9
19960715 57 22.6 25.9 21.2 9.3 51.3 4.7 0.005 0.007 0.025 1.2
19960716 41 21.7 25.0 19.6 10.0 5.5 5.4 0.006 0.018 0.02 0.9
19960717 63 22.8 27.3 20.2 8.5 18.1 7.1 0.008 0.007 0.028 1.3
19960718 53 27.9 33.5 22.5 3.0 0 11.0 0.008 0.017 0.022 1.3
19960719 65 26.5 31.5 24.1 8.5 0.0 7.4 0.009 0.016 0.025 1.1
19960720 80 24.7 25.6 22.9 9.8 15.1 2.7 0.009 0.008 0.03 1.3
19960721 76 24.7 27.8 23.7 10.0 33.2 4.1 0.005 0.009 0.02 1.3
19960722 33 23.7 26.0 22.1 9.5 41.6 3.9 0.006 0.01 0.021 1.2
19960723 92 25.8 30.4 22.0 7.8 0 8.4 0.01 0.026 0.029 1.1
19960724 49 26.7 29.1 22.7 9.3 14.3 6.4 0.008 0.008 0.02 1.2
19960725 30 27.4 30.4 25.3 8.0 0.0 5.1 0.006 0.009 0.014 0.7
19960726 28 23.6 27.0 21.8 10.0 168.6 5.2 0.006 0.008 0.021 1.0
19960727 34 24.2 26.3 22.3 9.8 50.0 4.0 0.007 0.011 0.024 1.0
19960728 31 24.4 29.0 21.5 9.8 74.0 7.5 0.004 0.012 0.024 1.0
19960729 46 27.6 31.5 24.9 7.3 0.5 6.6 0.007 0.009 0.017 1.0
19960730 40 27.7 31.5 25.2 4.3 0 6.3 0.007 0.01 0.016 0.7
19960731 48 28.8 34.6 23.7 4.0 0 10.9 0.007 0.031 0.026 0.8
19960801 57 29.8 35.4 24.5 0.8 0 10.9 0.008 0.033 0.031 1.0
19960802 82 29.7 33.6 25.4 2.3 0 8.2 0.008 0.046 0.034 1.2
19960803 107 29.5 33.9 26.6 3.8 0 7.3 0.009 0.02 0.042 1.1
19960804 40 27.8 31.2 25.5 7.5 6.7 5.7 0.006 0.01 0.017 0.7
19960805 43 28.1 32.6 24.8 5.8 3.3 7.8 0.006 0.021 0.025 1.0
19960806 68 28.4 32.0 25.3 4.8 0.1 6.7 0.008 0.027 0.03 1.1
19960807 80 27.9 30.3 26.5 7.8 0.0 3.8 0.011 0.02 0.036 1.2
19960808 70 27.2 30.8 25.2 7.3 7.3 5.6 0.008 0.009 0.031 1.2
19960809 59 28.3 33.1 25.2 6.3 0 7.9 0.007 0.026 0.024 1.0
19960810 59 27.5 30.8 25.0 7.0 0.0 5.8 0.007 0.023 0.027 1.0
19960811 69 28.8 32.8 26.1 3.5 0.0 6.7 0.006 0.036 0.025 1.0
19960812 78 28.0 31.6 24.1 7.8 11.0 7.5 0.008 0.028 0.03 1.2
19960813 87 26.7 31.2 23.7 5.0 33.3 7.5 0.009 0.021 0.035 1.2
19960814 55 28.7 33.0 24.8 5.8 0 8.2 0.008 0.022 0.026 1.1
19960815 45 26.3 29.5 24.0 6.3 0 5.5 0.008 0.025 0.027 0.9
19960816 55 26.1 29.9 23.0 5.3 0 6.9 0.009 0.03 0.032 1.1
19960817 71 26.8 31.3 22.6 3.5 0 8.7 0.008 0.024 0.035 1.3
19960818 71 27.9 32.5 23.8 0.8 0 8.7 0.008 0.029 0.035 1.5
19960819 75 27.8 32.9 23.2 4.0 0 9.7 0.009 0.028 0.039 1.3
19960820 95 27.8 32.3 24.3 4.3 0 8.0 0.014 0.036 0.041 1.1
19960821 70 28.2 32.8 24.6 7.3 0.0 8.2 0.008 0.032 0.032 1.0
19960822 36 26.6 29.8 24.6 9.0 0.3 5.2 0.007 0.017 0.024 0.9
19960823 26 23.4 26.6 20.7 8.5 0.0 5.9 0.007 0.011 0.021 0.8
19960824 24 23.9 28.9 19.5 5.5 0 9.4 0.007 0.024 0.024 0.8
19960825 26 20.4 22.4 18.6 9.5 4.2 3.8 0.005 0.015 0.021 0.8
19960826 26 19.1 20.0 18.0 10.0 32.1 2.0 0.004 0.007 0.023 0.9
19960827 24 19.1 20.9 17.8 10.0 21.4 3.1 0.005 0.011 0.022 0.8
19960828 25 20.2 23.0 17.6 9.8 7.0 5.4 0.006 0.015 0.023 0.8
19960829 31 22.5 27.4 18.0 7.8 1.1 9.4 0.007 0.018 0.025 0.9
19960830 31 21.5 23.8 18.9 8.5 4.6 4.9 0.008 0.011 0.023 1.1
19960831 33 23.1 28.1 19.4 5.5 0 8.7 0.008 0.014 0.022 1.1
19960901 34 23.7 29.5 17.8 0.0 0 11.7 0.007 0.021 0.024 1.0
19960902 51 23.9 30.9 17.2 1.8 0 13.7 0.009 0.019 0.035 1.3
19960903 86 23.7 28.5 19.5 3.0 0 9.0 0.013 0.017 0.044 1.4
19960904 66 22.2 25.9 20.0 6.0 0.0 5.9 0.01 0.015 0.033 1.1
19960905 84 21.0 24.3 18.2 9.5 0 6.1 0.01 0.013 0.038 1.2
19960906 79 22.7 27.3 18.4 5.0 0.3 8.9 0.013 0.028 0.043 1.1
19960907 101 22.8 29.3 17.1 0.5 0 12.2 0.011 0.024 0.046 1.4
19960908 81 23.5 28.7 18.8 6.8 0.1 9.9 0.012 0.023 0.038 1.2
19960909 53 22.1 27.2 18.8 6.8 1.7 8.4 0.007 0.026 0.026 1.0
19960910 64 22.6 28.3 17.6 1.3 0 10.7 0.009 0.019 0.033 1.2
19960911 96 23.3 29.0 19.2 6.0 0 9.8 0.011 0.022 0.039 1.5
19960912 93 22.9 28.4 18.3 6.5 0 10.1 0.012 0.021 0.041 1.6
19960913 110 22.4 27.9 17.8 1.0 0 10.1 0.015 0.023 0.043 1.6
19960914 104 22.8 28.6 17.9 1.5 0 10.7 0.013 0.02 0.043 1.6
19960915 97 23.7 30.1 18.7 0.8 0 11.4 0.014 0.025 0.036 1.6
19960916 96 22.6 27.9 18.7 6.5 0.3 9.2 0.014 0.016 0.039 1.6
19960917 51 22.1 26.4 17.8 3.8 0 8.6 0.008 0.016 0.026 1.3
19960918 52 22.6 27.2 17.9 4.5 0 9.3 0.008 0.021 0.028 1.1
19960919 61 21.5 25.6 18.6 7.3 8.6 7.0 0.009 0.015 0.04 1.1
19960920 41 20.5 25.1 16.7 2.8 0 8.4 0.007 0.015 0.024 0.9
19960921 46 18.6 25.6 11.6 0.0 0 14.0 0.01 0.013 0.027 1.2
19960922 60 19.4 26.4 12.8 0.0 0 13.6 0.012 0.017 0.031 1.3
19960923 64 21.3 27.0 16.4 3.8 0 10.6 0.011 0.016 0.031 1.2
19960924 55 22.9 27.1 19.9 5.3 0 7.2 0.011 0.017 0.03 1.0
19960925 74 22.4 28.6 18.8 3.0 0 9.8 0.01 0.019 0.032 1.1
19960926 80 21.2 25.7 18.1 5.0 0.0 7.6 0.006 0.022 0.026 1.2
19960927 31 21.5 27.4 16.9 3.5 0 10.5 0.004 0.02 0.014 0.9
19960928 27 18.4 20.8 16.4 8.3 0 4.4 0.004 0.018 0.017 1.0
19960929 32 20.1 26.7 16.1 5.0 0 10.6 0.005 0.016 0.022 1.2
19960930 33 20.9 27.8 13.9 0.5 0 13.9 0.007 0.018 0.02 1.2
19961001 31 19.0 22.7 15.3 5.3 0 7.4 0.005 0.02 0.017 0.9
19961002 30 15.1 17.6 14.3 9.8 4.0 3.3 0.006 0.012 0.021 0.8
19961003 44 16.4 21.5 14.4 7.0 15.5 7.1 0.007 0.01 0.027 1.0
19961004 62 17.4 23.8 12.3 2.8 0 11.5 0.009 0.011 0.028 1.2
19961005 81 17.6 23.6 13.3 5.3 0 10.3 0.012 0.01 0.031 1.3
19961006 41 16.3 17.9 13.0 9.5 21.9 4.9 0.008 0.013 0.025 0.9
19961007 31 13.9 18.1 10.0 6.0 0.0 8.1 0.007 0.014 0.022 0.8
19961008 51 13.6 18.9 8.0 3.3 0 10.9 0.01 0.015 0.031 1.0
19961009 57 14.6 19.2 11.1 0.0 0 8.1 0.01 0.014 0.032 1.0
19961010 76 14.4 21.3 8.0 1.0 0 13.3 0.013 0.011 0.043 1.4
19961011 88 16.0 23.0 9.5 4.5 0 13.5 0.014 0.014 0.044 1.4
19961012 97 17.9 23.3 14.0 5.3 0 9.3 0.016 0.016 0.05 1.4
19961013 107 16.5 21.9 11.3 5.5 0 10.6 0.015 0.01 0.051 1.7
19961014 107 16.3 21.7 11.6 0.8 0 10.1 0.012 0.013 0.042 1.6
19961015 47 12.4 17.4 9.2 0.0 0 8.2 0.008 0.014 0.027 0.8
19961016 62 11.2 17.1 5.9 0.0 0 11.2 0.012 0.01 0.04 1.2
19961017 84 11.0 15.1 7.2 8.3 0.0 7.9 0.018 0.005 0.045 1.5
19961018 105 13.5 18.3 8.9 6.3 0.0 9.4 0.016 0.007 0.047 1.6
19961019 77 13.7 19.4 8.8 1.5 0 10.6 0.011 0.011 0.034 1.3
19961020 62 13.9 19.6 9.6 1.8 0 10.0 0.01 0.012 0.033 1.3
19961021 67 14.8 20.5 10.0 1.8 0 10.5 0.012 0.012 0.039 1.3
19961022 102 15.6 22.6 10.1 0.0 0 12.5 0.017 0.012 0.046 1.8
19961023 93 16.8 22.8 11.5 4.5 0 11.3 0.018 0.01 0.048 1.6
19961024 116 15.2 16.5 13.8 9.3 48.9 2.7 0.015 0.005 0.045 2.1
19961025 51 13.8 16.4 7.7 8.0 0 8.7 0.007 0.012 0.027 1.0
19961026 38 5.8 11.0 1.2 1.3 0 9.8 0.008 0.016 0.022 0.9
19961027 60 6.8 14.2 -0.4 0.0 0 14.6 0.013 0.009 0.036 1.5
19961028 68 10.7 16.4 4.5 5.0 0 11.9 0.016 0.008 0.04 1.6
19961029 64 16.5 21.7 11.6 4.0 0 10.1 0.014 0.015 0.038 1.3
19961030 74 17.1 19.9 12.6 8.5 0.0 7.3 0.012 0.011 0.037 1.2
19961031 41 15.2 18.5 12.2 6.8 0 6.3 0.009 0.009 0.028 1.0
19961101 36 12.0 14.0 10.6 10.0 11.0 3.4 0.007 0.007 0.025 1.0
19961102 50 11.3 15.6 7.9 4.8 0 7.7 0.009 0.007 0.028 1.1
19961103 73 9.9 16.3 4.9 0.0 0 11.4 0.014 0.011 0.04 1.6
