DATE PM2p5 PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range SO2 O3 NO2 CO
20170410 16 27 16.5 23.3 10.1 5.5 0 13.2 0.004 0.034 0.027 0.4
20170411 23 56 15.3 20.2 11.5 5.3 0 8.7 0.004 0.035 0.028 0.4
20170412 12 64 11.5 16.4 8.8 1.9 0 7.6 0.004 0.039 0.018 0.3
20170413 26 69 12.7 19.6 6.3 3.0 0.0 13.3 0.006 0.036 0.03 0.5
20170414 22 56 13.0 17.7 10.1 6.9 6.0 7.6 0.005 0.046 0.027 0.5
20170415 31 66 16.8 24.3 10.9 3.3 0 13.4 0.006 0.045 0.03 0.5
20170416 31 60 18.7 24.4 12.9 8.1 0 11.5 0.006 0.032 0.039 0.6
20170417 25 47 14.7 18.0 11.2 8.3 5.5 6.8 0.005 0.023 0.041 0.6
20170418 21 41 11.7 17.4 9.4 5.3 7.5 8.0 0.004 0.026 0.03 0.5
20170419 17 84 12.6 18.4 7.0 2.0 0 11.4 0.004 0.032 0.022 0.4
20170420 22 83 12.9 18.2 9.9 7.4 0.1 8.3 0.005 0.029 0.035 0.4
20170421 24 68 13.1 19.3 7.6 3.1 0 11.7 0.005 0.029 0.038 0.5
20170422 25 62 14.8 22.5 8.5 0.5 0 14.0 0.004 0.031 0.033 0.5
20170423 23 49 14.9 21.7 8.9 0.1 0 12.8 0.005 0.044 0.027 0.5
20170424 19 42 15.1 21.3 8.3 4.8 0 13.0 0.005 0.041 0.031 0.4
20170425 30 59 16.0 20.4 12.9 7.9 0 7.5 0.005 0.043 0.031 0.5
20170426 16 44 15.1 20.2 10.5 2.0 0 9.7 0.004 0.04 0.018 0.4
20170427 14 45 13.6 19.8 7.9 0.4 0 11.9 0.005 0.038 0.022 0.4
20170428 24 64 14.4 21.5 8.9 3.3 0 12.6 0.007 0.037 0.029 0.6
20170429 27 63 17.1 23.7 9.6 0.0 0 14.1 0.006 0.039 0.031 0.6
20170430 49 91 19.3 27.8 13.7 0.0 0 14.1 0.008 0.071 0.022 0.6
20170501 48 92 20.1 28.3 12.8 0.0 0 15.5 0.005 0.057 0.029 0.6
20170502 48 99 20.7 28.0 15.2 3.1 0 12.8 0.006 0.043 0.043 0.6
20170503 32 70 21.5 30.2 14.5 0.0 0 15.7 0.005 0.055 0.038 0.5
20170504 31 64 21.0 27.5 14.8 7.4 0 12.7 0.005 0.036 0.037 0.5
20170505 24 56 20.9 27.0 15.5 5.1 0 11.5 0.005 0.038 0.019 0.4
20170506 20 194 14.9 19.3 10.0 0.9 0 9.3 0.004 0.041 0.016 0.3
20170507 16 92 16.6 22.8 10.9 0.5 0 11.9 0.005 0.043 0.019 0.4
20170508 36 173 17.9 23.5 11.1 7.3 0 12.4 0.007 0.044 0.035 0.5
20170509 31 125 17.1 22.6 15.3 9.4 2.5 7.3 0.006 0.023 0.037 0.5
20170510 20 43 16.4 20.8 14.2 6.9 2.5 6.6 0.004 0.032 0.022 0.4
20170511 33 71 19.3 24.8 13.1 7.6 0.0 11.7 0.006 0.033 0.035 0.5
20170512 42 74 19.1 21.1 16.8 8.0 0 4.3 0.006 0.036 0.037 0.6
20170513 26 50 16.4 22.6 12.4 6.8 6.0 10.2 0.004 0.041 0.023 0.4
20170514 14 59 15.7 20.7 11.0 0.6 0 9.7 0.004 0.043 0.015 0.3
20170515 11 44 16.0 20.1 12.3 5.5 0.0 7.8 0.004 0.033 0.022 0.3
20170516 15 35 17.1 22.3 13.3 6.4 0 9.0 0.005 0.032 0.028 0.4
20170517 18 39 18.7 25.9 12.3 0.5 0 13.6 0.006 0.033 0.034 0.4
20170518 26 48 20.4 26.9 13.9 1.5 0 13.0 0.006 0.045 0.035 0.5
20170519 25 47 21.1 27.9 15.1 0.0 0 12.8 0.006 0.045 0.031 0.4
20170520 21 38 20.9 27.3 15.4 5.1 0 11.9 0.006 0.039 0.032 0.4
20170521 19 32 21.5 27.6 16.0 2.8 0 11.6 0.005 0.039 0.022 0.4
20170522 26 43 21.8 28.0 15.9 2.8 0 12.1 0.005 0.032 0.027 0.4
20170523 22 35 20.0 24.4 17.2 9.1 5.0 7.2 0.005 0.018 0.029 0.4
20170524 15 26 21.8 27.8 16.9 2.9 0.1 10.9 0.004 0.026 0.025 0.4
20170525 14 38 19.2 24.4 14.4 0.9 0 10.0 0.005 0.038 0.025 0.4
20170526 8 24 17.7 23.2 12.4 1.9 0 10.8 0.004 0.036 0.019 0.3
20170527 14 33 19.5 26.4 13.7 0.1 0 12.7 0.005 0.039 0.028 0.4
20170528 22 45 21.2 27.9 14.4 1.0 0 13.5 0.005 0.051 0.023 0.4
20170529 36 69 22.9 29.3 18.1 4.6 0 11.2 0.007 0.06 0.025 0.5
20170530 23 49 23.6 30.3 18.6 6.0 0 11.7 0.006 0.041 0.032 0.4
20170531 20 38 23.3 29.6 17.7 5.4 0 11.9 0.005 0.029 0.035 0.4
20170601 18 38 23.3 27.0 20.0 4.3 0 7.0 0.004 0.037 0.016 0.3
20170602 10 29 20.5 25.6 15.5 3.1 0.0 10.1 0.004 0.039 0.016 0.3
20170603 11 31 20.5 26.5 16.1 1.9 0 10.4 0.004 0.038 0.016 0.4
20170604 11 29 21.7 28.1 15.1 1.8 0 13.0 0.004 0.043 0.018 0.3
20170605 13 26 24.2 30.3 16.4 4.9 0.0 13.9 0.004 0.047 0.026 0.4
20170606 10 21 19.4 23.9 14.5 9.8 15.5 9.4 0.004 0.04 0.019 0.3
20170607 10 16 17.6 19.2 15.1 8.8 12.5 4.1 0.003 0.026 0.021 0.4
20170608 28 44 20.1 25.9 15.1 3.9 0 10.8 0.004 0.054 0.022 0.6
20170609 38 60 21.2 25.7 17.9 6.9 0.1 7.8 0.005 0.056 0.023 0.6
20170610 23 49 21.5 27.5 16.7 6.9 4.5 10.8 0.004 0.044 0.021 0.4
20170611 9 29 22.8 29.6 14.8 1.0 0 14.8 0.004 0.036 0.021 0.3
20170612 12 31 22.1 28.0 17.0 4.9 0 11.0 0.004 0.046 0.019 0.3
20170613 17 36 21.5 25.9 18.3 7.0 0.0 7.6 0.004 0.032 0.02 0.3
20170614 21 44 21.8 26.8 17.8 1.6 0 9.0 0.004 0.038 0.022 0.4
20170615 26 52 23.1 29.6 18.0 1.5 0 11.6 0.005 0.044 0.024 0.4
20170616 38 68 25.5 32.7 20.0 1.3 0 12.7 0.006 0.06 0.027 0.5
20170617 30 52 24.2 29.9 20.6 0.0 0 9.3 0.007 0.062 0.024 0.5
20170618 26 45 24.3 31.8 18.6 0.8 0 13.2 0.005 0.047 0.024 0.4
20170619 32 53 24.8 30.2 19.5 5.6 0 10.7 0.005 0.036 0.034 0.5
20170620 30 53 26.0 32.7 20.0 6.6 0.0 12.7 0.005 0.043 0.036 0.5
20170621 34 58 25.4 31.6 21.7 3.0 0.0 9.9 0.005 0.039 0.025 0.4
20170622 23 38 25.3 30.4 21.2 3.9 0 9.2 0.004 0.038 0.021 0.4
20170623 23 44 26.7 34.1 21.3 4.1 0 12.8 0.004 0.038 0.032 0.4
20170624 23 42 24.5 27.8 21.5 9.5 3.5 6.3 0.006 0.02 0.043 0.5
20170625 22 36 23.8 28.4 21.0 7.1 1.5 7.4 0.004 0.036 0.025 0.5
20170626 17 27 23.1 29.9 20.1 8.8 29.0 9.8 0.004 0.034 0.024 0.4
20170627 19 30 25.2 30.5 20.8 6.4 0.0 9.7 0.004 0.039 0.024 0.4
20170628 32 48 26.0 30.5 22.5 6.1 0 8.0 0.005 0.042 0.026 0.5
20170629 35 51 26.2 31.5 21.9 3.8 0 9.6 0.005 0.04 0.027 0.5
20170630 37 54 25.9 30.9 22.2 4.9 0 8.7 0.004 0.041 0.024 0.5
20170701 30 43 25.3 30.7 22.4 9.4 0.5 8.3 0.004 0.034 0.023 0.5
20170702 17 26 24.3 26.8 21.9 10.0 92.0 4.9 0.004 0.019 0.016 0.3
20170703 15 23 24.7 27.4 21.9 9.9 67.5 5.5 0.004 0.028 0.017 0.3
20170704 24 34 26.7 31.6 23.8 6.5 0.5 7.8 0.004 0.034 0.021 0.4
20170705 28 40 27.4 32.6 23.3 4.8 0 9.3 0.004 0.044 0.024 0.4
20170706 34 48 27.6 34.6 23.9 7.1 34.0 10.7 0.005 0.045 0.03 0.5
20170707 13 22 26.4 28.4 24.4 9.5 16.5 4.0 0.004 0.015 0.024 0.4
20170708 17 26 26.0 27.6 24.6 9.9 4.5 3.0 0.004 0.021 0.018 0.4
20170709 18 26 26.3 30.3 23.8 9.6 32.5 6.5 0.004 0.023 0.021 0.4
20170710 9 14 24.0 25.4 22.6 10.0 144.5 2.8 0.004 0.015 0.022 0.3
20170711 26 39 26.0 30.9 22.2 8.8 1.0 8.7 0.004 0.035 0.022 0.4
20170712 32 47 27.1 31.1 24.9 6.1 0.0 6.2 0.004 0.041 0.021 0.4
20170713 35 50 27.6 32.1 23.1 2.6 0 9.0 0.004 0.04 0.028 0.5
20170714 34 48 28.7 33.0 26.1 7.0 0.0 6.9 0.005 0.036 0.027 0.5
20170715 14 20 25.0 27.3 23.4 10.0 42.5 3.9 0.004 0.022 0.02 0.4
20170716 12 17 26.2 28.8 23.4 9.4 22.5 5.4 0.004 0.019 0.018 0.3
20170717 14 23 26.8 29.0 24.0 9.1 7.5 5.0 0.004 0.018 0.021 0.3
20170718 17 26 26.5 30.7 23.9 7.4 2.5 6.8 0.004 0.026 0.026 0.4
20170719 26 38 28.3 34.1 24.5 5.9 0 9.6 0.004 0.041 0.025 0.4
20170720 38 52 29.9 34.9 26.0 2.4 0 8.9 0.005 0.041 0.028 0.5
20170721 45 59 29.8 32.4 27.3 8.6 0 5.1 0.005 0.056 0.023 0.5
20170722 42 57 29.3 32.5 27.5 9.5 0.5 5.0 0.005 0.041 0.022 0.5
20170723 35 49 27.0 28.1 26.1 9.8 133.5 2.0 0.004 0.034 0.018 0.5
20170724 22 34 26.2 27.3 25.6 9.4 3.0 1.7 0.004 0.016 0.031 0.6
20170725 15 27 29.4 35.4 24.6 4.3 0 10.8 0.004 0.024 0.021 0.5
20170726 10 18 28.7 32.8 24.2 3.5 0 8.6 0.004 0.039 0.018 0.3
20170727 17 28 27.1 29.7 24.9 9.4 3.5 4.8 0.004 0.027 0.031 0.4
20170728 19 30 25.5 26.9 24.8 9.6 8.5 2.1 0.004 0.012 0.03 0.5
20170729 8 26 27.2 30.1 25.0 7.5 0.0 5.1 0.004 0.025 0.017 0.4
20170730 15 22 27.9 32.6 24.7 7.9 0 7.9 0.004 0.039 0.014 0.4
20170731 13 22 25.7 27.1 24.8 9.6 3.5 2.3 0.004 0.011 0.03 0.5
20170801 12 22 28.6 33.0 24.1 7.0 2.0 8.9 0.004 0.024 0.026 0.4
20170802 23 36 30.0 33.0 26.6 5.1 0 6.4 0.004 0.038 0.03 0.5
20170803 14 24 30.2 33.9 27.2 5.6 0 6.7 0.004 0.035 0.022 0.4
20170804 18 27 30.3 35.3 25.9 6.3 0 9.4 0.004 0.044 0.02 0.4
20170805 21 31 31.4 34.8 27.6 4.1 0.0 7.2 0.004 0.04 0.023 0.4
20170806 18 25 29.8 34.0 28.2 6.9 5.0 5.8 0.004 0.031 0.019 0.4
20170807 22 33 29.2 34.4 26.4 3.3 0 8.0 0.004 0.045 0.017 0.4
20170808 28 42 28.2 31.0 25.5 8.0 0 5.5 0.005 0.049 0.023 0.5
20170809 23 33 27.6 32.0 24.6 9.1 2.5 7.4 0.004 0.035 0.022 0.5
20170810 5 8 24.8 26.3 23.9 9.9 5.5 2.4 0.003 0.023 0.018 0.4
20170811 6 11 27.0 32.4 23.9 5.9 0.5 8.5 0.004 0.022 0.019 0.3
20170812 6 11 27.8 32.6 23.2 5.6 0 9.4 0.004 0.022 0.016 0.3
20170813 6 10 26.3 28.4 24.2 8.9 0.0 4.2 0.004 0.02 0.012 0.3
20170814 4 9 24.6 27.1 23.1 9.6 1.5 4.0 0.004 0.011 0.013 0.3
20170815 4 7 21.9 24.0 20.8 10.0 93.5 3.2 0.003 0.01 0.013 0.3
20170816 4 7 23.3 26.8 20.5 9.6 2.0 6.3 0.004 0.012 0.014 0.3
20170817 6 12 24.8 27.7 21.2 8.1 0.5 6.5 0.003 0.012 0.022 0.4
20170818 17 26 26.3 30.6 23.9 8.3 0.0 6.7 0.005 0.019 0.031 0.5
20170819 15 25 26.1 28.7 23.1 8.1 0.0 5.6 0.003 0.023 0.025 0.5
20170820 7 11 23.2 25.8 22.0 10.0 124.5 3.8 0.003 0.021 0.015 0.4
20170821 8 14 25.8 29.2 23.7 7.6 5.0 5.5 0.004 0.017 0.019 0.3
20170822 10 17 27.3 31.5 23.4 4.4 0 8.1 0.005 0.022 0.023 0.4
20170823 10 20 27.2 30.2 24.6 9.4 31.5 5.6 0.004 0.008 0.02 0.4
20170824 9 21 26.5 28.1 23.9 7.9 14.0 4.2 0.004 0.016 0.016 0.4
20170825 13 26 25.3 30.6 22.2 6.0 0 8.4 0.005 0.025 0.028 0.5
20170826 11 25 24.2 29.2 19.0 1.9 0 10.2 0.004 0.029 0.022 0.4
20170827 13 23 22.7 26.7 19.0 8.3 0.0 7.7 0.004 0.018 0.026 0.4
20170828 17 29 21.5 26.5 18.3 9.1 9.0 8.2 0.004 0.016 0.032 0.5
20170829 8 18 19.5 24.0 17.0 6.5 0 7.0 0.004 0.026 0.013 0.3
20170830 10 25 19.8 23.9 16.1 7.1 0 7.8 0.005 0.016 0.029 0.4
20170831 20 35 22.2 27.6 16.6 0.9 0 11.0 0.004 0.027 0.029 0.5
20170901 12 23 23.3 29.7 17.1 0.4 0 12.6 0.004 0.026 0.021 0.4
20170902 15 26 23.8 29.6 18.6 2.9 0 11.0 0.004 0.028 0.024 0.4
20170903 20 31 23.7 29.2 19.0 3.0 0 10.2 0.004 0.04 0.022 0.5
20170904 18 27 24.6 30.1 19.7 6.1 0 10.4 0.004 0.029 0.03 0.4
20170905 13 24 21.9 23.7 20.4 8.8 0.0 3.3 0.004 0.01 0.035 0.5
20170906 17 27 20.6 24.0 18.5 9.6 2.0 5.5 0.004 0.011 0.037 0.5
20170907 25 35 22.4 27.5 17.8 5.6 0 9.7 0.004 0.029 0.027 0.5
20170908 33 49 24.3 29.9 20.4 3.8 0 9.5 0.005 0.03 0.031 0.7
20170909 40 58 23.8 28.2 19.2 2.8 0 9.0 0.005 0.033 0.032 0.7
20170910 36 50 23.0 26.1 19.9 9.3 0.5 6.2 0.004 0.024 0.03 0.7
20170911 16 22 21.2 24.6 18.6 7.6 24.0 6.0 0.003 0.027 0.022 0.5
20170912 13 25 22.1 27.9 17.7 0.6 0 10.2 0.004 0.023 0.025 0.4
20170913 10 23 21.4 27.5 15.9 0.0 0 11.6 0.004 0.024 0.027 0.4
20170914 12 27 22.4 29.5 14.8 1.5 0 14.7 0.004 0.023 0.029 0.4
20170915 8 15 22.6 27.9 17.8 3.9 0 10.1 0.003 0.028 0.016 0.3
20170916 5 10 22.0 27.6 16.7 3.1 0 10.9 0.003 0.026 0.013 0.3
20170917 5 9 23.1 29.2 19.0 3.5 0 10.2 0.003 0.026 0.011 0.3
20170918 10 19 21.9 27.6 16.4 1.8 0 11.2 0.004 0.026 0.022 0.4
20170919 40 62 22.6 25.8 20.1 7.9 8.0 5.7 0.005 0.046 0.024 0.6
20170920 10 24 19.5 24.9 14.1 0.8 0 10.8 0.004 0.027 0.02 0.4
20170921 15 28 20.3 27.0 14.2 0.5 0 12.8 0.004 0.025 0.036 0.5
20170922 19 31 20.6 26.8 15.4 3.5 0 11.4 0.005 0.034 0.035 0.5
20170923 25 52 21.8 27.3 17.6 6.6 0.0 9.7 0.005 0.031 0.03 0.5
20170924 37 62 22.4 27.9 18.8 6.9 0.0 9.1 0.004 0.039 0.022 0.6
20170925 26 44 23.4 30.1 17.4 2.5 0 12.7 0.004 0.027 0.035 0.6
20170926 26 45 25.1 31.4 19.4 4.9 0.0 12.0 0.004 0.032 0.034 0.5
20170927 23 40 22.7 27.3 19.9 8.8 0.5 7.4 0.004 0.022 0.031 0.5
20170928 8 23 19.2 25.3 14.2 2.5 0 11.1 0.004 0.028 0.017 0.4
20170929 9 21 17.4 23.5 11.2 3.1 0 12.3 0.005 0.024 0.025 0.4
20170930 18 34 20.0 25.9 14.7 3.5 0 11.2 0.005 0.026 0.032 0.5
20171001 20 32 18.2 21.2 15.5 8.9 4.0 5.7 0.004 0.018 0.028 0.5
20171002 10 19 22.0 29.4 15.6 2.6 1.5 13.8 0.004 0.029 0.016 0.4
20171003 11 35 17.6 23.6 13.4 5.8 0 10.2 0.004 0.026 0.013 0.3
20171004 9 21 16.7 24.3 10.7 6.6 0 13.6 0.004 0.025 0.013 0.3
20171005 7 14 18.7 23.4 13.9 8.0 0 9.5 0.004 0.024 0.015 0.3
20171006 7 11 18.9 23.3 16.2 8.5 0.5 7.1 0.004 0.024 0.013 0.3
20171007 6 9 21.9 28.8 16.9 7.5 0.0 11.9 0.003 0.021 0.019 0.4
20171008 13 18 23.0 28.7 19.3 4.8 0 9.4 0.005 0.024 0.023 0.5
20171009 17 25 22.5 27.6 19.8 6.5 0.0 7.8 0.006 0.026 0.026 0.5
20171010 18 28 21.4 24.8 18.6 9.3 0.4 6.2 0.004 0.013 0.03 0.5
20171011 7 11 15.5 21.7 12.2 9.3 20.0 9.5 0.003 0.02 0.015 0.4
20171012 11 21 11.4 13.8 8.8 7.1 0 5.0 0.004 0.011 0.023 0.4
20171013 15 27 12.8 18.9 6.1 3.4 0 12.8 0.004 0.017 0.026 0.4
20171014 12 22 14.4 20.5 9.0 4.9 0 11.5 0.004 0.022 0.025 0.5
20171015 11 21 15.8 23.0 9.0 5.4 0 14.0 0.004 0.023 0.023 0.5
20171016 16 30 16.6 22.0 13.6 7.9 0 8.4 0.004 0.018 0.029 0.5
20171017 20 38 16.2 23.9 9.2 0.4 0 14.7 0.004 0.018 0.036 0.5
20171018 13 24 16.5 19.1 14.2 9.3 0.1 4.9 0.004 0.019 0.028 0.4
20171019 10 18 17.0 23.2 11.9 3.8 0 11.3 0.004 0.02 0.027 0.4
20171020 16 31 17.0 24.2 11.1 0.1 0 13.1 0.004 0.016 0.036 0.5
20171021 21 38 17.6 25.2 11.0 0.0 0 14.2 0.004 0.017 0.036 0.6
20171022 13 25 16.3 23.5 11.0 1.8 0 12.5 0.004 0.027 0.019 0.4
20171023 10 24 13.7 20.6 8.6 0.0 0 12.0 0.004 0.025 0.025 0.4
20171024 15 31 14.4 20.9 9.9 3.0 0 11.0 0.004 0.015 0.035 0.5
20171025 22 41 14.4 20.6 9.5 2.9 0 11.1 0.004 0.017 0.039 0.6
20171026 28 51 14.5 18.1 10.7 8.6 0 7.4 0.005 0.012 0.047 0.7
20171027 34 58 16.9 24.2 11.9 1.9 0 12.3 0.005 0.018 0.048 0.8
20171028 27 45 17.2 24.8 10.6 0.1 0 14.2 0.004 0.02 0.043 0.7
20171029 22 65 11.5 17.2 6.3 0.0 0 10.9 0.004 0.025 0.022 0.5
20171030 13 35 7.7 13.2 2.5 0.0 0 10.7 0.004 0.022 0.022 0.4
20171031 14 33 10.4 16.0 3.6 1.8 0 12.4 0.005 0.012 0.038 0.6
20171101 20 38 14.4 18.1 11.5 8.5 0 6.6 0.005 0.02 0.036 0.5
20171102 26 46 15.5 18.0 14.0 8.8 1.0 4.0 0.005 0.023 0.035 0.5
20171103 26 38 12.3 16.6 6.1 5.6 1.5 10.5 0.005 0.028 0.022 0.5
20171104 40 53 7.8 13.7 4.5 2.4 0 9.2 0.004 0.022 0.022 0.5
20171105 27 39 8.4 15.4 2.6 3.3 0 12.8 0.004 0.013 0.035 0.6
20171106 20 33 11.4 16.5 8.0 5.5 0 8.5 0.005 0.01 0.043 0.6
20171107 25 42 14.4 18.4 9.2 9.1 0.0 9.2 0.005 0.006 0.05 0.7
20171108 29 65 13.1 17.2 6.9 3.9 0.0 10.3 0.005 0.03 0.023 0.5
20171109 24 50 9.4 16.8 3.7 0.0 0 13.1 0.005 0.01 0.043 0.6
20171110 21 44 9.8 15.9 5.3 4.4 7.5 10.6 0.005 0.014 0.035 0.6
20171111 13 70 5.9 10.7 2.7 0.0 0 8.0 0.004 0.018 0.02 0.4
20171112 18 31 5.3 11.4 0.3 1.5 0 11.1 0.004 0.01 0.034 0.6
20171113 24 41 8.4 11.8 3.1 7.9 4.5 8.7 0.005 0.006 0.042 0.7
20171114 17 45 7.5 11.4 2.9 1.9 0 8.5 0.005 0.018 0.023 0.5
20171115 11 25 3.2 6.5 -1.1 4.1 0 7.6 0.004 0.02 0.02 0.4
20171116 14 25 1.0 6.4 -3.4 0.0 0 9.8 0.005 0.014 0.028 0.5
20171117 24 42 3.0 5.8 -1.6 8.5 0.0 7.4 0.005 0.004 0.044 0.7
20171118 22 39 -2.1 2.6 -4.8 0.0 0 7.4 0.004 0.023 0.013 0.4
20171119 12 24 -1.6 3.5 -6.6 2.8 0 10.1 0.004 0.02 0.018 0.5
20171120 22 38 -0.4 4.2 -3.9 3.5 0.0 8.1 0.005 0.009 0.036 0.6
20171121 31 50 1.3 8.1 -4.2 1.1 0 12.3 0.005 0.005 0.047 0.8
20171122 30 62 4.3 10.8 0.6 5.1 0.5 10.2 0.005 0.011 0.038 0.7
20171123 11 23 0.9 4.7 -2.5 4.8 1.2 7.2 0.005 0.014 0.025 0.5
20171124 12 20 -0.4 2.9 -2.5 3.3 0.0 5.4 0.004 0.011 0.026 0.5
20171125 16 25 3.0 7.3 -3.3 7.5 24.0 10.6 0.004 0.005 0.041 0.7
20171126 23 37 3.3 7.6 -0.3 4.3 0 7.9 0.004 0.011 0.031 0.7
20171127 29 48 2.5 9.5 -2.9 0.9 0 12.4 0.005 0.005 0.046 0.8
20171128 46 71 6.4 11.2 1.3 8.4 0.5 9.9 0.007 0.004 0.059 1.0
20171129 25 61 3.2 8.1 -1.8 5.4 0.0 9.9 0.005 0.013 0.029 0.5
20171130 9 24 -2.4 2.7 -5.2 2.0 0 7.9 0.004 0.023 0.019 0.4
20171201 13 24 -2.2 3.1 -7.6 2.3 0.0 10.7 0.005 0.013 0.033 0.5
20171202 24 39 1.9 8.1 -4.6 3.8 0 12.7 0.005 0.006 0.042 0.7
20171203 35 51 4.9 8.1 3.1 9.0 4.0 5.0 0.005 0.005 0.04 0.7
20171204 26 43 -1.2 4.5 -6.1 1.4 0.1 10.6 0.005 0.019 0.021 0.5
20171205 11 22 -4.2 -0.4 -8.2 1.6 0.1 7.8 0.005 0.018 0.022 0.4
20171206 22 32 0.2 6.0 -4.5 7.0 1.2 10.5 0.004 0.006 0.037 0.6
20171207 32 45 0.7 4.6 -3.5 3.5 0 8.1 0.005 0.011 0.032 0.7
20171208 21 31 -3.8 -0.5 -7.1 2.1 0 6.6 0.005 0.015 0.024 0.5
20171209 24 39 -0.5 5.4 -5.6 2.8 0 11.0 0.005 0.004 0.046 0.7
20171210 25 38 1.1 6.7 -2.5 7.0 4.1 9.2 0.005 0.012 0.03 0.6
20171211 10 47 -7.0 -2.5 -11.0 0.3 0 8.5 0.004 0.018 0.013 0.3
20171212 17 33 -9.4 -5.2 -12.3 0.0 0 7.1 0.005 0.015 0.019 0.4
20171213 20 36 -8.7 -4.4 -12.0 0.0 0 7.6 0.005 0.012 0.028 0.5
20171214 36 55 -6.6 -1.9 -11.2 5.9 0 9.3 0.005 0.004 0.045 0.8
20171215 58 83 -3.0 0.9 -7.5 7.3 0.0 8.4 0.006 0.002 0.063 1.2
20171216 27 41 -5.7 -2.6 -8.1 0.0 0 5.5 0.005 0.018 0.019 0.5
20171217 14 39 -6.7 -2.3 -10.8 1.1 0 8.5 0.005 0.019 0.021 0.5
20171218 35 55 -1.6 3.3 -5.9 6.8 3.4 9.2 0.005 0.005 0.044 0.8
20171219 20 46 -3.9 -1.0 -6.5 1.0 0 5.5 0.005 0.014 0.023 0.5
20171220 26 42 -3.9 -0.1 -8.5 7.1 0.2 8.4 0.005 0.004 0.042 0.7
20171221 39 52 -0.9 4.6 -5.6 0.4 0 10.2 0.005 0.004 0.048 0.8
20171222 43 58 3.4 6.6 -1.9 8.4 0 8.5 0.006 0.004 0.054 0.9
20171223 80 111 6.1 8.7 5.0 8.0 0 3.7 0.007 0.008 0.052 1.0
20171224 58 78 2.9 5.7 -0.6 6.6 20.0 6.3 0.005 0.014 0.036 0.8
20171225 16 30 -2.1 0.6 -4.9 2.1 0 5.5 0.005 0.021 0.02 0.4
20171226 14 29 -3.8 -1.1 -7.9 0.3 0 6.8 0.005 0.016 0.024 0.4
20171227 14 28 -6.9 -2.6 -10.3 0.0 0 7.7 0.005 0.014 0.025 0.5
20171228 28 46 -2.1 0.8 -6.8 8.5 0.0 7.6 0.005 0.005 0.043 0.7
20171229 67 97 2.1 6.0 -0.4 4.6 0.0 6.4 0.007 0.007 0.052 0.9
20171230 95 128 1.4 4.5 -1.2 9.3 0.7 5.7 0.006 0.005 0.052 1.0
20171231 36 63 -0.3 3.3 -3.2 1.9 1.0 6.5 0.005 0.02 0.021 0.6
