DATE PM2p5 PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range SO2 O3 NO2 CO
20150830 22 33 24.9 31.0 19.9 1.3 0.0 11.1 0.005 0.034 0.022 0.4
20150831 22 32 25.9 31.2 21.0 3.8 0 10.2 0.004 0.036 0.026 0.4
20150901 16 24 25.9 30.7 22.6 7.4 0 8.1 0.004 0.034 0.017 0.4
20150902 16 24 23.9 27.7 22.0 8.5 0.5 5.7 0.004 0.023 0.027 0.4
20150903 14 24 23.9 28.2 19.8 4.1 18.0 8.4 0.004 0.026 0.024 0.4
20150904 20 33 24.8 30.7 20.6 5.0 0 10.1 0.005 0.027 0.029 0.5
20150905 19 31 21.9 23.6 19.4 9.4 5.0 4.2 0.004 0.019 0.029 0.5
20150906 7 13 22.2 26.2 19.3 4.8 0 6.9 0.004 0.03 0.011 0.3
20150907 7 13 22.6 28.7 16.8 0.5 0 11.9 0.004 0.025 0.02 0.3
20150908 7 12 22.7 28.9 16.2 0.0 0 12.7 0.004 0.026 0.019 0.3
20150909 8 16 22.4 30.1 15.3 0.4 0 14.8 0.004 0.027 0.019 0.3
20150910 13 28 22.4 28.4 17.0 0.9 0 11.4 0.004 0.023 0.024 0.3
20150911 21 37 21.0 24.4 16.8 9.3 2.5 7.6 0.005 0.022 0.026 0.5
20150912 11 21 19.2 24.0 15.5 7.9 0 8.5 0.004 0.021 0.023 0.3
20150913 10 21 20.2 26.0 15.2 0.5 0 10.8 0.004 0.029 0.017 0.3
20150914 17 31 22.1 27.8 16.4 3.6 0 11.4 0.005 0.024 0.034 0.5
20150915 14 25 22.8 28.7 17.4 3.8 0 11.3 0.004 0.023 0.031 0.4
20150916 8 16 21.6 26.7 16.0 4.8 0 10.7 0.004 0.027 0.022 0.3
20150917 6 12 21.4 27.6 15.5 1.5 0 12.1 0.004 0.027 0.017 0.3
20150918 11 20 21.9 29.2 15.9 2.5 0 13.3 0.004 0.025 0.029 0.4
20150919 16 32 22.3 29.0 17.0 2.6 0 12.0 0.004 0.021 0.031 0.4
20150920 30 48 22.1 28.3 17.9 4.5 0 10.4 0.005 0.03 0.029 0.5
20150921 30 47 22.6 29.4 16.5 0.4 0 12.9 0.005 0.026 0.039 0.6
20150922 25 40 23.9 31.0 18.0 0.5 0 13.0 0.005 0.03 0.043 0.6
20150923 25 41 22.0 26.1 19.0 6.6 0 7.1 0.005 0.014 0.051 0.5
20150924 22 37 23.4 30.6 17.5 3.0 0 13.1 0.005 0.022 0.04 0.5
20150925 22 37 23.4 29.8 19.0 2.9 0 10.8 0.005 0.03 0.037 0.5
20150926 28 49 22.4 28.0 17.9 1.9 0 10.1 0.005 0.03 0.029 0.6
20150927 15 34 21.9 29.8 14.2 0.0 0 15.6 0.004 0.023 0.028 0.4
20150928 14 31 21.4 28.3 15.5 5.8 0.0 12.8 0.004 0.026 0.026 0.4
20150929 10 23 22.1 28.2 15.9 3.4 0 12.3 0.004 0.03 0.015 0.3
20150930 8 18 21.3 26.2 19.4 8.9 0 6.8 0.004 0.024 0.022 0.3
20151001 8 15 16.3 19.7 10.7 8.3 35.0 9.0 0.004 0.017 0.022 0.4
20151002 10 29 16.5 21.5 8.6 2.8 0 12.9 0.005 0.024 0.022 0.3
20151003 17 42 19.2 24.5 13.3 4.5 0 11.2 0.005 0.037 0.019 0.4
20151004 12 28 16.6 22.4 11.2 6.3 0 11.2 0.004 0.023 0.026 0.4
20151005 14 28 18.0 25.6 11.0 0.1 0 14.6 0.004 0.014 0.04 0.5
20151006 16 31 18.7 26.3 12.1 0.0 0 14.2 0.005 0.014 0.044 0.5
20151007 23 46 19.6 25.7 14.1 4.8 0 11.6 0.005 0.013 0.047 0.5
20151008 27 52 20.1 26.4 15.7 3.9 0 10.7 0.005 0.022 0.039 0.5
20151009 11 33 16.2 20.5 12.8 0.8 0 7.7 0.005 0.027 0.018 0.3
20151010 11 22 12.8 17.2 10.4 8.6 3.5 6.8 0.004 0.021 0.025 0.4
20151011 9 16 10.8 14.4 8.1 6.8 3.5 6.3 0.004 0.016 0.021 0.4
20151012 10 18 12.3 17.9 8.2 2.3 0 9.7 0.004 0.017 0.019 0.3
20151013 16 31 15.0 21.3 7.8 0.8 0 13.5 0.005 0.015 0.037 0.5
20151014 26 48 17.1 24.5 10.9 0.1 0 13.6 0.005 0.012 0.053 0.7
20151015 36 59 17.9 26.1 12.1 3.1 0 14.0 0.006 0.016 0.059 0.8
20151016 43 70 17.5 24.2 13.2 2.4 0 11.0 0.006 0.016 0.06 0.8
20151017 34 59 18.7 26.6 12.4 0.0 0 14.2 0.005 0.017 0.054 0.7
20151018 48 76 17.9 24.2 12.4 0.1 0 11.8 0.005 0.026 0.045 0.7
20151019 62 98 18.1 23.9 13.6 0.5 0 10.3 0.006 0.022 0.048 0.8
20151020 57 97 18.8 25.1 15.4 2.9 0 9.7 0.006 0.019 0.048 0.8
20151021 70 117 17.9 22.7 13.9 0.0 0 8.8 0.006 0.021 0.045 0.8
20151022 48 81 17.5 23.1 14.5 2.1 0 8.6 0.005 0.016 0.039 0.6
20151023 29 52 17.5 21.4 15.2 6.1 0 6.2 0.005 0.016 0.037 0.5
20151024 21 35 16.9 22.0 13.2 4.4 10.5 8.8 0.004 0.022 0.029 0.5
20151025 16 29 16.3 22.8 12.1 0.9 0 10.7 0.004 0.02 0.029 0.5
20151026 16 31 15.0 18.7 12.0 8.5 2.0 6.7 0.004 0.012 0.037 0.4
20151027 13 36 12.1 15.9 7.7 4.6 26.5 8.2 0.004 0.022 0.021 0.4
20151028 13 31 9.9 15.8 5.6 0.3 0 10.2 0.005 0.018 0.026 0.4
20151029 12 23 8.4 14.7 3.2 2.0 0.5 11.5 0.004 0.016 0.027 0.4
20151030 10 28 5.4 10.4 1.7 0.1 0 8.7 0.004 0.019 0.019 0.4
20151031 16 32 5.7 12.3 1.1 0.0 0 11.2 0.005 0.013 0.031 0.5
20151101 24 41 7.0 12.6 1.3 7.3 0 11.3 0.005 0.005 0.044 0.6
20151102 29 52 10.8 15.2 6.1 4.9 0 9.1 0.006 0.01 0.046 0.7
20151103 42 71 11.8 18.7 6.6 0.0 0 12.1 0.006 0.013 0.055 0.9
20151104 55 86 12.2 19.8 5.8 2.0 0 14.0 0.008 0.009 0.067 0.9
20151105 52 81 13.2 19.2 8.6 2.5 0 10.6 0.006 0.012 0.063 0.9
20151106 32 48 13.5 19.2 9.6 7.1 4.5 9.6 0.004 0.021 0.031 0.6
20151107 8 10 10.5 11.7 9.3 10.0 24.5 2.4 0.003 0.022 0.02 0.4
20151108 3 5 11.1 11.8 10.3 10.0 10.5 1.5 0.003 0.023 0.017 0.3
20151109 8 13 10.8 12.1 9.8 9.8 3.5 2.3 0.003 0.013 0.025 0.4
20151110 31 46 10.0 13.5 7.7 5.9 0 5.8 0.004 0.007 0.034 0.7
20151111 26 42 11.6 17.7 6.6 3.6 0 11.1 0.004 0.005 0.043 0.7
20151112 10 16 14.5 21.0 10.2 3.1 0 10.8 0.004 0.012 0.032 0.5
20151113 8 13 11.5 13.1 10.5 9.8 22.5 2.6 0.004 0.012 0.031 0.4
20151114 8 12 12.8 14.2 11.0 9.4 3.5 3.2 0.004 0.008 0.034 0.5
20151115 12 19 13.4 17.2 10.6 6.3 0 6.6 0.004 0.009 0.031 0.5
20151116 17 28 12.2 14.0 10.7 9.3 5.5 3.3 0.004 0.003 0.035 0.6
20151117 12 20 13.9 19.3 11.0 4.6 0 8.3 0.004 0.011 0.03 0.6
20151118 6 10 10.4 12.6 8.4 8.9 5.5 4.2 0.004 0.017 0.021 0.4
20151119 8 14 8.9 10.8 6.7 7.6 0 4.1 0.004 0.009 0.028 0.4
20151120 22 38 9.8 14.4 7.1 5.8 0 7.3 0.005 0.008 0.035 0.6
20151121 33 51 9.2 15.4 5.0 2.1 0 10.4 0.005 0.01 0.041 0.8
20151122 20 31 10.2 15.7 5.9 8.1 3.5 9.8 0.004 0.011 0.03 0.6
20151123 5 8 8.5 11.0 6.5 9.5 6.5 4.5 0.003 0.014 0.023 0.4
20151124 15 24 5.6 8.8 2.7 8.3 0.5 6.1 0.004 0.013 0.025 0.5
20151125 9 12 2.4 5.3 0.9 9.4 11.0 4.4 0.004 0.015 0.023 0.4
20151126 24 34 -2.7 0.9 -4.8 7.0 0.0 5.7 0.005 0.023 0.017 0.4
20151127 26 39 -2.8 2.0 -7.3 4.4 0 9.3 0.005 0.018 0.025 0.5
20151128 28 44 0.1 2.6 -2.7 7.6 0.1 5.3 0.005 0.008 0.04 0.6
20151129 29 39 2.5 3.9 1.0 9.8 3.0 2.9 0.004 0.005 0.034 0.6
20151130 29 43 4.1 8.5 0.9 2.5 0 7.6 0.006 0.01 0.037 0.7
20151201 32 52 4.0 10.4 -1.3 1.5 0 11.7 0.006 0.004 0.049 1.0
20151202 31 52 6.0 8.5 2.9 7.8 13.5 5.6 0.006 0.009 0.04 0.9
20151203 12 20 -0.7 3.3 -3.2 8.3 7.1 6.5 0.004 0.016 0.019 0.4
20151204 15 39 -0.4 3.1 -4.4 3.4 0 7.5 0.004 0.015 0.027 0.5
20151205 16 34 3.4 7.2 0.6 6.3 0 6.6 0.005 0.014 0.033 0.6
20151206 19 34 1.3 7.8 -2.0 5.0 0 9.8 0.006 0.011 0.034 0.6
20151207 29 51 1.9 6.7 -3.4 1.9 0 10.1 0.005 0.004 0.049 0.8
20151208 36 63 2.9 9.6 -1.4 0.0 0 11.0 0.007 0.003 0.065 1.0
20151209 39 69 5.0 10.9 -0.8 5.3 0 11.7 0.007 0.003 0.064 1.1
20151210 28 47 7.8 9.2 5.8 8.8 0.3 3.4 0.006 0.003 0.048 0.9
20151211 21 33 6.4 12.2 3.3 2.0 0 8.9 0.005 0.015 0.029 0.6
20151212 16 31 5.2 11.0 1.1 1.3 0 9.9 0.005 0.015 0.035 0.6
20151213 25 42 5.2 12.2 0.9 1.6 0 11.3 0.006 0.007 0.045 0.8
20151214 29 47 5.0 6.4 2.6 9.8 2.5 3.8 0.005 0.003 0.046 0.8
20151215 33 54 4.7 8.2 2.0 8.0 0.1 6.2 0.005 0.013 0.031 0.7
20151216 13 28 -1.0 2.8 -5.0 2.0 0 7.8 0.005 0.021 0.016 0.4
20151217 11 20 -4.6 -0.4 -7.4 0.0 0 7.0 0.004 0.016 0.018 0.4
20151218 23 42 -3.3 -1.0 -7.0 6.3 0.0 6.0 0.006 0.004 0.043 0.8
20151219 36 62 -0.1 6.8 -4.6 0.5 0 11.4 0.006 0.004 0.048 1.0
20151220 35 56 1.5 6.0 -3.4 7.0 0 9.4 0.006 0.004 0.05 1.0
20151221 34 52 2.2 5.0 -0.2 5.8 2.0 5.2 0.005 0.004 0.044 0.8
20151222 40 65 3.1 7.7 -1.5 3.8 0 9.2 0.005 0.004 0.044 0.8
20151223 37 59 5.9 10.6 2.9 4.5 0.4 7.7 0.006 0.005 0.05 0.9
20151224 61 98 1.5 5.3 -1.6 4.5 0 6.9 0.007 0.012 0.041 0.9
20151225 16 29 -0.8 3.7 -4.9 2.3 0.0 8.6 0.006 0.017 0.027 0.5
20151226 40 75 0.9 4.7 -3.2 4.5 0.7 7.9 0.006 0.012 0.035 0.8
20151227 16 29 -5.7 -1.0 -8.9 0.0 0 7.9 0.005 0.019 0.02 0.4
20151228 15 27 -5.7 -1.0 -9.5 0.0 0 8.5 0.005 0.014 0.027 0.5
20151229 32 57 -3.2 2.9 -8.7 3.8 0 11.6 0.007 0.004 0.052 1.0
20151230 36 60 0.3 4.3 -3.5 6.9 2.5 7.8 0.006 0.004 0.05 0.8
20151231 43 64 0.7 2.8 -1.9 5.0 0 4.7 0.006 0.007 0.042 0.8
20160101 45 68 1.2 4.0 -3.3 7.0 0 7.3 0.006 0.006 0.047 1.0
20160102 31 51 5.7 9.5 1.0 7.8 0 8.5 0.006 0.009 0.044 0.7
20160103 58 96 6.5 9.4 5.1 7.5 0 4.3 0.007 0.013 0.049 0.9
20160104 47 74 2.0 5.3 -2.5 4.4 0 7.8 0.006 0.025 0.025 0.6
20160105 16 32 -2.7 1.5 -4.8 3.4 0 6.3 0.006 0.016 0.025 0.4
20160106 29 56 -1.7 1.7 -4.9 6.0 0 6.6 0.007 0.008 0.041 0.7
20160107 20 39 -3.4 1.4 -5.9 0.3 0 7.3 0.006 0.016 0.026 0.5
20160108 18 34 -3.3 1.0 -6.9 0.5 0 7.9 0.006 0.014 0.03 0.5
20160109 19 37 -2.1 2.4 -6.2 4.1 0 8.6 0.006 0.014 0.032 0.5
20160110 19 32 0.3 3.8 -2.7 2.6 0 6.5 0.006 0.02 0.026 0.5
20160111 21 40 -3.8 0.9 -6.5 1.1 0 7.4 0.006 0.017 0.028 0.5
20160112 24 49 -5.2 0.7 -9.1 0.5 0 9.8 0.006 0.012 0.035 0.6
20160113 20 38 -4.5 0.1 -8.2 5.5 0.4 8.3 0.005 0.014 0.032 0.5
20160114 21 43 -3.4 1.3 -8.4 4.0 0.0 9.7 0.006 0.011 0.037 0.6
20160115 29 51 -0.4 5.3 -4.3 3.1 0 9.6 0.006 0.007 0.049 0.7
20160116 43 69 -0.2 2.8 -2.1 7.1 0.1 4.9 0.006 0.005 0.049 0.8
20160117 46 69 1.7 5.4 -0.7 6.6 0 6.1 0.006 0.007 0.047 0.9
20160118 32 56 -6.3 0.4 -12.3 6.0 0.2 12.7 0.005 0.021 0.023 0.6
20160119 13 33 -12.8 -8.9 -15.1 0.5 0 6.2 0.005 0.024 0.015 0.4
20160120 22 38 -10.5 -5.2 -14.5 1.9 0 9.3 0.005 0.014 0.031 0.5
20160121 30 51 -7.1 -2.3 -10.2 3.9 0 7.9 0.006 0.011 0.039 0.7
20160122 27 50 -7.6 -3.8 -11.1 5.4 0 7.3 0.006 0.014 0.034 0.6
20160123 14 32 -11.5 -8.3 -16.0 3.5 0.0 7.7 0.005 0.026 0.015 0.4
20160124 19 38 -14.4 -10.5 -18.0 0.0 0 7.5 0.006 0.024 0.015 0.4
20160125 17 50 -9.4 -3.4 -14.3 0.9 0 10.9 0.006 0.014 0.033 0.5
20160126 37 78 -3.3 1.7 -8.5 6.1 0.3 10.2 0.008 0.005 0.055 0.9
20160127 31 63 -1.1 4.3 -4.7 2.4 0 9.0 0.007 0.012 0.047 0.8
20160128 31 58 -0.5 3.5 -5.6 6.5 0 9.1 0.006 0.005 0.056 0.9
20160129 26 50 1.9 5.4 -1.4 7.5 0 6.8 0.007 0.009 0.043 0.7
20160130 24 40 0.6 5.2 -2.5 4.5 0 7.7 0.006 0.009 0.042 0.8
20160131 21 39 -3.9 0.3 -6.5 3.1 0 6.8 0.006 0.025 0.02 0.5
20160201 18 40 -6.0 -1.0 -9.1 0.4 0 8.1 0.005 0.021 0.025 0.5
20160202 22 45 -5.3 0.9 -10.0 0.0 0 10.9 0.006 0.015 0.038 0.6
20160203 30 56 -2.4 4.0 -8.3 1.8 0 12.3 0.007 0.009 0.054 0.9
20160204 30 55 -0.7 3.9 -4.0 2.9 0 7.9 0.007 0.015 0.043 0.8
20160205 21 45 -2.2 3.4 -6.8 1.6 0 10.2 0.007 0.018 0.035 0.6
20160206 24 50 -3.1 2.0 -6.2 0.0 0 8.2 0.007 0.025 0.023 0.5
20160207 24 46 -2.9 3.5 -8.3 1.0 0 11.8 0.006 0.015 0.034 0.6
20160208 41 73 1.3 5.5 -4.3 6.9 0 9.8 0.007 0.024 0.031 0.7
20160209 25 50 0.3 5.5 -3.9 0.5 0 9.4 0.007 0.027 0.02 0.5
20160210 22 40 2.7 10.7 -4.3 0.0 0 15.0 0.006 0.009 0.045 0.8
20160211 25 46 8.1 13.5 1.6 6.0 0.1 11.9 0.007 0.01 0.05 0.8
20160212 21 33 8.4 10.0 6.8 10.0 18.0 3.2 0.005 0.01 0.042 0.7
20160213 10 15 11.0 14.4 5.8 9.9 21.0 8.6 0.005 0.006 0.035 0.7
20160214 17 29 -2.6 5.8 -6.8 7.8 2.5 12.6 0.005 0.023 0.014 0.4
20160215 11 33 -5.8 -2.3 -10.0 1.5 0.0 7.7 0.004 0.027 0.018 0.4
20160216 15 27 -2.7 1.1 -6.7 3.8 0.8 7.8 0.005 0.018 0.029 0.5
20160217 15 38 0.0 5.4 -5.2 0.1 0 10.6 0.005 0.015 0.036 0.5
20160218 22 44 3.5 7.8 -1.4 5.4 0 9.2 0.006 0.021 0.038 0.6
20160219 41 82 2.3 4.4 0.1 6.8 0 4.3 0.007 0.008 0.046 0.9
20160220 18 44 1.3 6.3 -2.5 1.9 0 8.8 0.005 0.02 0.031 0.5
20160221 12 26 -0.6 4.4 -4.2 3.0 0 8.6 0.005 0.029 0.019 0.4
20160222 18 43 1.1 4.2 -2.2 9.5 0.0 6.4 0.005 0.011 0.042 0.5
20160223 27 53 0.7 4.5 -4.5 4.3 0.9 9.0 0.005 0.02 0.029 0.5
20160224 17 32 -3.0 2.2 -6.8 0.3 0 9.0 0.005 0.023 0.026 0.4
20160225 28 51 -0.2 5.7 -5.8 2.4 0 11.5 0.006 0.02 0.034 0.6
20160226 28 49 2.2 7.5 -3.2 3.0 0.0 10.7 0.007 0.022 0.036 0.6
20160227 40 65 3.3 8.1 0.5 6.6 0.2 7.6 0.006 0.019 0.04 0.6
20160228 28 46 0.7 6.9 -2.6 6.1 4.1 9.5 0.005 0.016 0.041 0.6
20160229 28 54 -3.8 -1.1 -5.9 2.5 0.0 4.8 0.005 0.029 0.02 0.4
20160301 17 31 -2.7 2.1 -7.5 1.5 0 9.6 0.005 0.027 0.024 0.4
20160302 20 36 3.1 8.1 -2.2 6.4 0 10.3 0.006 0.02 0.036 0.5
20160303 30 56 8.1 13.9 4.4 5.6 0 9.5 0.005 0.019 0.044 0.5
20160304 36 68 13.2 20.3 6.4 5.3 0.1 13.9 0.006 0.018 0.046 0.6
20160305 14 22 11.3 13.5 9.1 9.8 40.0 4.4 0.005 0.012 0.032 0.5
20160306 23 94 7.9 12.9 4.3 2.4 0.2 8.6 0.005 0.024 0.023 0.5
20160307 28 108 8.1 12.2 4.8 8.0 0.0 7.4 0.005 0.008 0.049 0.7
20160308 20 71 2.7 7.0 -1.4 8.5 0 8.4 0.005 0.027 0.023 0.5
20160309 15 44 0.3 5.3 -2.7 4.4 0 8.0 0.005 0.027 0.018 0.4
20160310 14 35 -1.1 3.1 -4.3 1.3 0 7.4 0.005 0.029 0.017 0.4
20160311 17 36 -0.5 4.6 -5.5 0.0 0 10.1 0.005 0.029 0.023 0.4
20160312 19 43 2.0 6.4 -3.3 5.4 0 9.7 0.005 0.024 0.032 0.5
20160313 35 61 3.7 6.5 1.9 7.8 0.1 4.6 0.006 0.026 0.035 0.6
20160314 42 64 4.7 9.6 1.3 3.5 0 8.3 0.005 0.032 0.029 0.6
20160315 28 57 5.2 12.4 -1.0 3.8 0 13.4 0.006 0.021 0.046 0.6
20160316 32 64 7.5 13.8 2.7 2.4 0 11.1 0.008 0.02 0.053 0.6
20160317 40 76 9.3 14.7 2.0 6.1 0 12.7 0.007 0.008 0.074 0.9
20160318 36 66 13.4 20.1 8.8 4.4 0 11.3 0.007 0.02 0.056 0.8
20160319 39 77 11.4 18.1 6.6 0.0 0 11.5 0.005 0.029 0.035 0.6
20160320 44 83 10.6 17.5 4.9 0.5 0 12.6 0.007 0.024 0.042 0.7
20160321 48 87 9.9 16.1 5.5 0.1 0 10.6 0.007 0.022 0.051 0.7
20160322 44 72 8.0 13.8 3.5 3.9 0 10.3 0.006 0.028 0.044 0.6
20160323 46 81 8.2 13.8 3.8 3.1 0 10.0 0.005 0.032 0.03 0.5
20160324 21 41 7.2 12.7 1.6 0.4 0 11.1 0.004 0.029 0.027 0.4
20160325 35 70 7.1 12.6 2.1 1.0 0 10.5 0.006 0.023 0.042 0.6
20160326 40 66 6.5 12.6 2.1 0.5 0 10.5 0.005 0.026 0.042 0.6
20160327 40 66 7.2 13.1 2.2 0.0 0 10.9 0.006 0.037 0.035 0.6
20160328 40 70 9.8 17.4 2.3 0.3 0 15.1 0.008 0.033 0.048 0.6
20160329 51 97 11.3 17.1 7.6 7.4 0.1 9.5 0.007 0.049 0.035 0.6
20160330 48 91 11.5 18.3 7.0 2.0 0 11.3 0.006 0.031 0.039 0.6
20160331 22 51 13.5 21.4 6.0 4.5 0 15.4 0.007 0.017 0.057 0.6
20160401 30 72 15.3 23.8 7.3 3.0 0 16.5 0.007 0.024 0.061 0.7
20160402 39 80 15.0 21.7 9.6 2.4 0 12.1 0.008 0.037 0.05 0.7
20160403 31 52 10.7 12.7 8.2 8.0 2.0 4.5 0.004 0.028 0.029 0.5
20160404 12 29 12.3 19.8 5.1 2.3 0 14.7 0.004 0.021 0.033 0.5
20160405 22 58 11.4 18.1 5.9 0.8 0 12.2 0.007 0.028 0.038 0.5
20160406 36 74 14.4 22.9 6.6 6.8 3.0 16.3 0.008 0.027 0.05 0.6
20160407 24 43 14.1 20.6 10.5 3.9 7.5 10.1 0.005 0.033 0.03 0.5
20160408 39 77 11.1 18.7 7.8 3.8 0 10.9 0.006 0.03 0.034 0.5
20160409 58 117 10.7 14.1 7.4 8.0 0 6.7 0.006 0.019 0.041 0.8
20160410 68 134 13.4 20.7 9.3 5.0 0 11.4 0.006 0.039 0.031 0.8
20160411 20 46 12.5 19.4 5.7 0.0 0 13.7 0.004 0.031 0.031 0.4
20160412 27 57 14.1 19.4 10.3 6.0 0 9.1 0.005 0.03 0.035 0.5
20160413 32 58 15.6 21.4 11.4 5.1 1.0 10.0 0.005 0.021 0.045 0.6
20160414 30 57 12.4 18.6 9.3 2.3 0 9.3 0.005 0.017 0.042 0.6
20160415 27 54 15.0 23.1 8.1 0.0 0 15.0 0.005 0.031 0.039 0.6
20160416 24 51 14.9 20.7 9.8 7.5 23.5 10.9 0.005 0.029 0.04 0.5
20160417 16 46 10.8 14.5 8.3 6.1 20.5 6.2 0.004 0.04 0.015 0.4
20160418 23 63 11.2 18.6 7.1 5.5 1.5 11.5 0.005 0.035 0.025 0.5
20160419 20 45 12.0 19.2 6.5 2.5 0 12.7 0.004 0.03 0.031 0.4
20160420 31 63 14.3 20.9 10.1 8.9 0.5 10.8 0.005 0.02 0.047 0.6
20160421 17 27 13.5 16.9 10.3 9.4 17.0 6.6 0.004 0.028 0.031 0.4
20160422 47 81 13.5 18.6 10.1 7.6 0.0 8.5 0.005 0.034 0.031 0.6
20160423 42 198 13.5 19.8 7.8 6.3 0 12.0 0.005 0.027 0.032 0.6
20160424 26 144 15.5 23.7 8.1 2.3 0 15.6 0.004 0.031 0.031 0.5
20160425 24 76 17.2 25.3 10.2 0.8 0 15.1 0.005 0.023 0.051 0.6
20160426 29 78 21.1 29.6 12.1 5.9 0 17.5 0.005 0.037 0.039 0.6
20160427 16 50 17.2 20.7 14.5 9.6 0 6.2 0.004 0.045 0.021 0.4
20160428 20 58 17.2 23.0 12.4 6.4 0 10.6 0.004 0.035 0.033 0.4
20160429 27 63 16.2 22.6 10.9 2.5 0.3 11.7 0.005 0.039 0.033 0.5
20160430 35 76 15.9 20.4 10.8 5.4 0 9.6 0.007 0.058 0.027 0.6
20160501 20 45 18.8 26.0 12.2 5.6 0 13.8 0.005 0.05 0.024 0.5
20160502 24 46 21.1 28.4 16.5 7.0 16.5 11.9 0.004 0.03 0.03 0.5
20160503 9 19 12.9 17.6 8.9 10.0 27.0 8.7 0.004 0.03 0.015 0.3
20160504 12 49 15.7 20.6 10.2 1.6 0 10.4 0.004 0.041 0.018 0.3
20160505 21 54 18.9 26.9 10.2 4.5 7.5 16.7 0.005 0.03 0.036 0.6
20160506 22 46 16.3 18.6 13.0 9.3 9.5 5.6 0.004 0.022 0.032 0.5
20160507 22 112 16.5 22.6 10.7 2.0 0 11.9 0.005 0.03 0.026 0.5
20160508 16 52 19.4 26.8 11.6 5.4 0 15.2 0.005 0.039 0.027 0.5
20160509 21 59 20.2 25.4 16.3 8.3 0.0 9.1 0.005 0.038 0.033 0.5
20160510 14 31 14.5 18.1 12.5 9.1 13.5 5.6 0.004 0.036 0.022 0.4
20160511 13 29 16.4 23.5 10.4 2.0 0 13.1 0.004 0.034 0.027 0.4
20160512 15 29 17.8 24.0 12.1 3.3 0 11.9 0.005 0.035 0.03 0.4
20160513 21 39 18.6 25.4 12.7 3.6 0.5 12.7 0.004 0.043 0.024 0.5
20160514 18 34 20.2 26.9 15.1 5.5 0 11.8 0.005 0.039 0.03 0.5
20160515 19 33 17.4 24.2 12.3 9.0 45.0 11.9 0.004 0.039 0.02 0.4
20160516 17 35 15.9 21.9 10.8 3.0 2.5 11.1 0.005 0.042 0.021 0.5
20160517 37 67 19.3 26.6 10.9 0.0 0 15.7 0.008 0.041 0.041 0.6
20160518 28 51 22.3 29.5 13.5 0.5 0 16.0 0.006 0.033 0.045 0.6
20160519 20 39 24.3 31.9 16.3 0.0 0 15.6 0.004 0.033 0.041 0.5
20160520 30 52 24.0 31.6 16.8 0.6 0 14.8 0.005 0.041 0.048 0.5
20160521 25 38 24.1 30.4 17.8 2.6 0 12.6 0.004 0.042 0.036 0.4
20160522 38 55 24.7 31.7 17.6 2.8 0 14.1 0.005 0.053 0.033 0.5
20160523 45 68 23.3 29.4 18.3 7.5 0 11.1 0.006 0.047 0.041 0.5
20160524 23 33 16.8 21.8 15.4 7.0 38.5 6.4 0.004 0.042 0.023 0.4
20160525 61 90 19.7 24.4 15.3 6.9 0 9.1 0.005 0.053 0.024 0.5
20160526 71 106 19.4 22.9 17.5 8.1 0.0 5.4 0.006 0.038 0.038 0.7
20160527 54 91 20.9 27.1 14.8 7.1 0 12.3 0.005 0.037 0.038 0.6
20160528 39 77 21.7 28.0 17.2 2.9 0 10.8 0.006 0.039 0.037 0.5
20160529 42 82 21.5 27.6 17.2 4.1 0 10.4 0.007 0.045 0.032 0.6
20160530 54 92 22.1 28.9 16.9 0.0 0 12.0 0.006 0.052 0.032 0.6
20160531 46 78 21.6 27.6 17.4 2.9 0 10.2 0.006 0.044 0.028 0.5
20160601 22 41 23.3 29.9 17.1 2.4 0 12.8 0.004 0.039 0.025 0.4
20160602 18 36 23.2 29.1 17.2 0.6 0 11.9 0.005 0.039 0.031 0.4
20160603 25 46 22.2 27.7 17.6 4.0 0 10.1 0.005 0.043 0.034 0.4
20160604 28 52 21.2 26.3 18.2 7.5 0 8.1 0.004 0.033 0.036 0.5
20160605 28 50 24.7 32.2 17.3 3.5 0 14.9 0.004 0.047 0.028 0.4
20160606 13 22 23.3 28.4 20.8 7.4 0.0 7.6 0.004 0.044 0.018 0.3
20160607 26 42 21.7 25.9 19.6 6.8 0.1 6.3 0.005 0.033 0.029 0.4
20160608 24 38 22.1 27.7 18.2 5.1 0 9.5 0.004 0.027 0.028 0.4
20160609 31 53 24.1 31.3 17.8 1.4 0 13.5 0.005 0.028 0.034 0.4
20160610 36 60 24.6 31.3 20.2 2.1 0 11.1 0.006 0.034 0.039 0.5
20160611 31 48 23.5 26.5 20.9 8.3 3.0 5.6 0.005 0.026 0.023 0.4
20160612 20 30 23.5 26.7 19.9 8.3 1.5 6.8 0.004 0.024 0.016 0.3
20160613 36 63 23.5 29.6 19.4 5.1 0 10.2 0.004 0.031 0.028 0.5
20160614 31 51 23.8 29.5 19.7 6.0 0.0 9.8 0.005 0.035 0.033 0.5
20160615 23 36 20.9 24.5 17.4 9.0 15.5 7.1 0.004 0.029 0.024 0.4
20160616 19 31 20.9 24.9 18.6 6.9 0.0 6.3 0.004 0.043 0.019 0.4
20160617 36 54 23.8 29.1 18.6 2.5 0 10.5 0.005 0.054 0.025 0.5
20160618 45 66 24.5 29.9 20.1 1.3 0 9.8 0.005 0.048 0.031 0.6
20160619 28 40 24.1 29.3 20.3 4.4 0.0 9.0 0.004 0.035 0.024 0.5
